date,temp_max,temp_min,temp_mean,pressure_max,pressure_min,pressure_mean,humidity_max,humidity_min,humidity_mean
2020-06-22,22.6,7.2,15.704081632653061,1026,1023,1024.591836734694,99,26,59.44897959183673
2020-06-23,26.1,10.5,18.861224489795923,1026,1023,1024.4285714285713,99,30,58.04081632653061
2020-06-24,29.1,13.6,22.1204081632653,1024,1020,1021.9795918367347,72,15,48.69387755102041
2020-06-25,28.7,13.6,22.7265306122449,1021,1013,1016.5102040816327,85,17,50.55102040816327
2020-06-26,27.8,14.1,21.11836734693877,1012,1006,1008.5510204081633,95,28,64.63265306122449
2020-06-27,19.5,11.8,15.371428571428572,1008,1001,1004.0204081632653,100,45,77.59183673469387
2020-06-28,18.6,9.6,13.993877551020404,1009,1005,1007.469387755102,90,35,62.265306122448976
2020-06-29,18.2,10.0,13.389795918367355,1008,1007,1007.3265306122449,85,32,62.265306122448976
2020-06-30,18.2,10.9,14.58571428571428,1008,1004,1005.3469387755102,95,45,69.85714285714286
2020-07-01,19.5,12.7,15.569387755102033,1008,1003,1004.4897959183673,100,58,78.38775510204081
2020-07-02,18.2,8.8,14.024489795918372,1016,1007,1011.0408163265306,93,52,75.22448979591837
2020-07-03,19.5,9.2,14.289795918367355,1016,1012,1014.4081632653061,96,46,73.6938775510204
2020-07-04,21.3,13.6,16.934693877551023,1011,1008,1008.9795918367347,94,63,79.73469387755102
2020-07-05,19.1,11.4,16.469387755102044,1012,1005,1008.4489795918367,93,28,60.224489795918366
2020-07-06,19.1,8.8,13.744897959183678,1024,1012,1018.6734693877551,91,30,58.30612244897959
2020-07-07,18.2,7.2,12.659183673469387,1024,1016,1019.7551020408164,98,36,69.44897959183673
2020-07-08,16.8,10.9,14.157142857142858,1016,1013,1014.5918367346939,100,72,92.06122448979592
2020-07-09,17.7,10.9,14.318367346938778,1013,1011,1011.3877551020408,100,67,92.24489795918367
2020-07-10,17.3,9.6,12.55306122448979,1024,1013,1018.3673469387755,100,42,75.44897959183673
2020-07-11,17.7,7.6,13.512244897959183,1030,1024,1027.1632653061224,88,32,61.83673469387755
2020-07-12,22.2,6.4,15.646938775510206,1031,1027,1028.8775510204082,96,29,54.857142857142854
2020-07-13,22.2,10.5,16.377551020408163,1027,1019,1022.9387755102041,100,22,66.87755102040816
2020-07-14,18.2,10.9,15.061224489795913,1019,1016,1017.0816326530612,100,38,71.71428571428571
2020-07-15,16.4,7.6,13.169387755102042,1018,1015,1016.3265306122449,100,59,78.9795918367347
2020-07-16,20.0,13.2,16.40000000000001,1023,1018,1020.6382978723404,93,55,75.27659574468085
2020-07-17,25.2,15.0,19.897959183673468,1023,1019,1021.3061224489796,99,28,61.10204081632653
2020-07-18,22.2,13.2,17.66530612244898,1020,1017,1018.4285714285714,98,50,69.6938775510204
2020-07-19,19.5,10.9,14.951020408163266,1021,1017,1018.795918367347,100,32,68.34693877551021
2020-07-20,19.1,8.8,14.1734693877551,1026,1022,1023.9795918367347,93,16,57.42857142857143
2020-07-21,19.1,8.0,14.528571428571425,1028,1026,1027.061224489796,85,28,55.734693877551024
2020-07-22,23.5,10.9,17.587755102040816,1027,1020,1023.5102040816327,84,21,52.95918367346939
2020-07-23,23.0,12.3,17.195918367346934,1020,1012,1015.0816326530612,85,22,57.204081632653065
2020-07-24,23.0,15.0,18.51020408163266,1014,1010,1012.1224489795918,100,24,67.63265306122449
2020-07-25,21.7,12.7,16.655102040816335,1010,1004,1006.5102040816327,100,55,83.44897959183673
2020-07-26,21.3,10.0,15.836734693877553,1013,1005,1009.9183673469388,100,37,70.79591836734694
2020-07-27,20.4,11.4,15.50612244897959,1012,1002,1006.6938775510204,100,59,83.26530612244898
2020-07-28,19.1,9.2,13.94081632653061,1019,1008,1013.5102040816327,94,24,61.63265306122449
2020-07-29,20.0,8.0,15.448979591836737,1021,1019,1019.9591836734694,95,33,57.08163265306123
2020-07-30,27.4,12.3,20.293877551020405,1020,1016,1018.469387755102,91,8,48.183673469387756
2020-07-31,32.2,15.5,24.151020408163276,1017,1008,1011.8775510204082,86,14,47.51020408163265
2020-08-01,24.3,14.1,19.487755102040815,1017,1012,1015.0408163265306,92,33,61.55102040816327
2020-08-02,22.6,9.2,16.881632653061224,1017,1014,1016.0204081632653,87,26,55.775510204081634
2020-08-03,20.0,10.5,15.077551020408162,1018,1015,1016.2857142857143,87,30,58.69387755102041
2020-08-04,20.9,7.2,15.724489795918364,1018,1012,1015.0816326530612,93,28,59.755102040816325
2020-08-05,24.8,15.0,19.428571428571427,1015,1011,1012.1632653061224,84,19,59.46938775510204
2020-08-06,25.7,15.9,20.65918367346939,1020,1015,1018.2857142857143,93,44,70.65306122448979
2020-08-07,34.4,14.5,24.383673469387748,1021,1017,1019.1020408163265,93,11,47.97959183673469
2020-08-08,26.1,15.5,20.697959183673465,1023,1019,1021.7551020408164,93,45,67.16326530612245
2020-08-09,29.6,15.0,20.120408163265306,1023,1018,1020.2857142857143,100,38,75.61224489795919
2020-08-10,32.2,14.1,22.944897959183677,1018,1014,1016.1224489795918,100,23,64.08163265306122
2020-08-11,31.1,17.7,23.90408163265306,1017,1015,1016.1428571428571,100,34,66.26530612244898
2020-08-12,33.3,17.7,25.069387755102046,1016,1013,1014.9387755102041,87,19,56.69387755102041
2020-08-13,20.4,15.0,16.80612244897959,1016,1014,1015.1836734693877,100,74,93.63265306122449
2020-08-14,17.7,14.1,15.383673469387753,1017,1014,1015.4489795918367,100,84,97.36734693877551
